date,iu_id,capacity_mt
2025-08-01,IU_East_3,746206
2025-09-01,IU_East_3,790817
2025-10-01,IU_East_3,1106459
2025-11-01,IU_East_3,1176367
2025-12-01,IU_East_3,1422868
2015-01-01,IU_North_1,739548
2015-02-01,IU_North_1,582373
2015-03-01,IU_North_1,871667
2015-04-01,IU_North_1,698119
2015-05-01,IU_North_1,589907
2015-06-01,IU_North_1,452802
2015-07-01,IU_North_1,360587
2015-08-01,IU_North_1,298989
2015-09-01,IU_North_1,477215
2015-10-01,IU_North_1,507545
2015-11-01,IU_North_1,584270
2015-12-01,IU_North_1,704680
2016-01-01,IU_North_1,830866
2016-02-01,IU_North_1,773905
2016-03-01,IU_North_1,915130
2016-04-01,IU_North_1,826087
2016-05-01,IU_North_1,750619
2016-06-01,IU_North_1,516542
2016-07-01,IU_North_1,378386
2016-08-01,IU_North_1,314461
2016-09-01,IU_North_1,655486
2016-10-01,IU_North_1,586701
2016-11-01,IU_North_1,695715
2016-12-01,IU_North_1,772343
2017-01-01,IU_North_1,925094
2017-02-01,IU_North_1,916091
2017-03-01,IU_North_1,1048747
2017-04-01,IU_North_1,900224
2017-05-01,IU_North_1,728271
2017-06-01,IU_North_1,635466
2017-07-01,IU_North_1,415471
2017-08-01,IU_North_1,434984
2017-09-01,IU_North_1,578935
2017-10-01,IU_North_1,751916
2017-11-01,IU_North_1,851609
2017-12-01,IU_North_1,800531
2018-01-01,IU_North_1,1003227
2018-02-01,IU_North_1,1074501
2018-03-01,IU_North_1,1082142
2018-04-01,IU_North_1,1001314
2018-05-01,IU_North_1,892501
2018-06-01,IU_North_1,628075
2018-07-01,IU_North_1,509528
2018-08-01,IU_North_1,405043
2018-09-01,IU_North_1,700567
2018-10-01,IU_North_1,698423
2018-11-01,IU_North_1,1042333
2018-12-01,IU_North_1,1001018
2019-01-01,IU_North_1,1171383
2019-02-01,IU_North_1,1279381
2019-03-01,IU_North_1,1178327
2019-04-01,IU_North_1,1208450
2019-05-01,IU_North_1,1012954
2019-06-01,IU_North_1,653256
2019-07-01,IU_North_1,503608
2019-08-01,IU_North_1,595827
2019-09-01,IU_North_1,624742
2019-10-01,IU_North_1,924551
2019-11-01,IU_North_1,924525
2019-12-01,IU_North_1,1204110
2020-01-01,IU_North_1,970525
2020-02-01,IU_North_1,1379911
2020-03-01,IU_North_1,1530986
2020-04-01,IU_North_1,164955
2020-05-01,IU_North_1,735177
2020-06-01,IU_North_1,513240
2020-07-01,IU_North_1,527306
2020-08-01,IU_North_1,525677
2020-09-01,IU_North_1,677042
2020-10-01,IU_North_1,754732
2020-11-01,IU_North_1,1133507
2020-12-01,IU_North_1,1362125
2021-01-01,IU_North_1,1279499
2021-02-01,IU_North_1,1457645
2021-03-01,IU_North_1,1279726
2021-04-01,IU_North_1,1482881
2021-05-01,IU_North_1,1128660
2021-06-01,IU_North_1,781665
2021-07-01,IU_North_1,530230
2021-08-01,IU_North_1,492720
2021-09-01,IU_North_1,710643
2021-10-01,IU_North_1,925472
2021-11-01,IU_North_1,1069197
2021-12-01,IU_North_1,1307263
2022-01-01,IU_North_1,1353847
2022-02-01,IU_North_1,1476155
2022-03-01,IU_North_1,1853591
2022-04-01,IU_North_1,1548802
2022-05-01,IU_North_1,1362589
2022-06-01,IU_North_1,1004269
2022-07-01,IU_North_1,602204
2022-08-01,IU_North_1,752411
2022-09-01,IU_North_1,888154
2022-10-01,IU_North_1,1100177
2022-11-01,IU_North_1,1407371
2022-12-01,IU_North_1,1271824
2023-01-01,IU_North_1,1834181
2023-02-01,IU_North_1,1865786
2023-03-01,IU_North_1,1792591
2023-04-01,IU_North_1,1537969
2023-05-01,IU_North_1,1476542
2023-06-01,IU_North_1,1027212
2023-07-01,IU_North_1,752855
2023-08-01,IU_North_1,699798
2023-09-01,IU_North_1,1164715
2023-10-01,IU_North_1,1169387
2023-11-01,IU_North_1,1809711
2023-12-01,IU_North_1,1584353
2024-01-01,IU_North_1,2117541
2024-02-01,IU_North_1,2138643
2024-03-01,IU_North_1,2153352
2024-04-01,IU_North_1,1989334
2024-05-01,IU_North_1,1619513
2024-06-01,IU_North_1,1139192
2024-07-01,IU_North_1,884308
2024-08-01,IU_North_1,890530
2024-09-01,IU_North_1,1117336
2024-10-01,IU_North_1,1499782
2024-11-01,IU_North_1,1559072
2024-12-01,IU_North_1,1710777
2025-01-01,IU_North_1,2018080
2025-02-01,IU_North_1,2252879
2025-03-01,IU_North_1,2278431
2025-04-01,IU_North_1,2069010
2025-05-01,IU_North_1,1756152
2025-06-01,IU_North_1,1323769
2025-07-01,IU_North_1,779147
2025-08-01,IU_North_1,908859
2025-09-01,IU_North_1,1301942
2025-10-01,IU_North_1,1560085
2025-11-01,IU_North_1,1849903
2025-12-01,IU_North_1,1818190
2015-01-01,IU_North_2,736872
2015-02-01,IU_North_2,647824
2015-03-01,IU_North_2,798381
2015-04-01,IU_North_2,614966
2015-05-01,IU_North_2,644342
2015-06-01,IU_North_2,496522
2015-07-01,IU_North_2,284993
2015-08-01,IU_North_2,349183
2015-09-01,IU_North_2,387109
2015-10-01,IU_North_2,523093
2015-11-01,IU_North_2,607090
2015-12-01,IU_North_2,775075
2016-01-01,IU_North_2,748031
2016-02-01,IU_North_2,949031
2016-03-01,IU_North_2,929318
2016-04-01,IU_North_2,827357
2016-05-01,IU_North_2,676274
2016-06-01,IU_North_2,486903
2016-07-01,IU_North_2,347485
2016-08-01,IU_North_2,321928
2016-09-01,IU_North_2,459389
2016-10-01,IU_North_2,617959
2016-11-01,IU_North_2,573095
2016-12-01,IU_North_2,736081
2017-01-01,IU_North_2,857768
2017-02-01,IU_North_2,984072
2017-03-01,IU_North_2,1046548
2017-04-01,IU_North_2,1060751
2017-05-01,IU_North_2,735186
2017-06-01,IU_North_2,567193
2017-07-01,IU_North_2,377327
2017-08-01,IU_North_2,447291
2017-09-01,IU_North_2,567261
2017-10-01,IU_North_2,815736
2017-11-01,IU_North_2,678513
2017-12-01,IU_North_2,1069563
2018-01-01,IU_North_2,925743
2018-02-01,IU_North_2,1054510
2018-03-01,IU_North_2,1261699
2018-04-01,IU_North_2,1226010
2018-05-01,IU_North_2,967278
2018-06-01,IU_North_2,866328
2018-07-01,IU_North_2,448723
2018-08-01,IU_North_2,508424
2018-09-01,IU_North_2,613882
2018-10-01,IU_North_2,1087546
2018-11-01,IU_North_2,833962
2018-12-01,IU_North_2,1041717
2019-01-01,IU_North_2,1169586
2019-02-01,IU_North_2,1129016
2019-03-01,IU_North_2,1403039
2019-04-01,IU_North_2,1134418
2019-05-01,IU_North_2,892530
2019-06-01,IU_North_2,557988
2019-07-01,IU_North_2,430459
2019-08-01,IU_North_2,497425
2019-09-01,IU_North_2,681413
2019-10-01,IU_North_2,784567
2019-11-01,IU_North_2,975822
2019-12-01,IU_North_2,933214
2020-01-01,IU_North_2,1018791
2020-02-01,IU_North_2,1182082
2020-03-01,IU_North_2,1403537
2020-04-01,IU_North_2,164626
2020-05-01,IU_North_2,574610
2020-06-01,IU_North_2,498676
2020-07-01,IU_North_2,467518
2020-08-01,IU_North_2,531156
2020-09-01,IU_North_2,766552
2020-10-01,IU_North_2,905571
2020-11-01,IU_North_2,888662
2020-12-01,IU_North_2,1158503
2021-01-01,IU_North_2,1324947
2021-02-01,IU_North_2,1422658
2021-03-01,IU_North_2,1251495
2021-04-01,IU_North_2,1291910
2021-05-01,IU_North_2,1245934
2021-06-01,IU_North_2,848425
2021-07-01,IU_North_2,609203
2021-08-01,IU_North_2,493094
2021-09-01,IU_North_2,734597
2021-10-01,IU_North_2,1070057
2021-11-01,IU_North_2,1384165
2021-12-01,IU_North_2,1218371
2022-01-01,IU_North_2,1674000
2022-02-01,IU_North_2,1490345
2022-03-01,IU_North_2,1713980
2022-04-01,IU_North_2,1381191
2022-05-01,IU_North_2,1334147
2022-06-01,IU_North_2,848450
2022-07-01,IU_North_2,774666
2022-08-01,IU_North_2,686885
2022-09-01,IU_North_2,703757
2022-10-01,IU_North_2,1195333
2022-11-01,IU_North_2,1396635
2022-12-01,IU_North_2,1516986
2023-01-01,IU_North_2,1786463
2023-02-01,IU_North_2,1761098
2023-03-01,IU_North_2,1694580
2023-04-01,IU_North_2,1581575
2023-05-01,IU_North_2,1337777
2023-06-01,IU_North_2,898716
2023-07-01,IU_North_2,657398
2023-08-01,IU_North_2,720003
2023-09-01,IU_North_2,1246798
2023-10-01,IU_North_2,1078491
2023-11-01,IU_North_2,1541990
2023-12-01,IU_North_2,1503816
2024-01-01,IU_North_2,1828042
2024-02-01,IU_North_2,2152378
2024-03-01,IU_North_2,1896829
2024-04-01,IU_North_2,2121148
2024-05-01,IU_North_2,1437585
2024-06-01,IU_North_2,1111566
2024-07-01,IU_North_2,791463
2024-08-01,IU_North_2,822706
2024-09-01,IU_North_2,1388335
2024-10-01,IU_North_2,1342556
2024-11-01,IU_North_2,1751134
2024-12-01,IU_North_2,1821730
2025-01-01,IU_North_2,2072440
2025-02-01,IU_North_2,2141503
2025-03-01,IU_North_2,2533548
2025-04-01,IU_North_2,1968965
2025-05-01,IU_North_2,1791048
2025-06-01,IU_North_2,1057032
2025-07-01,IU_North_2,779646
2025-08-01,IU_North_2,945861
2025-09-01,IU_North_2,1261710
2025-10-01,IU_North_2,1512468
2025-11-01,IU_North_2,1886469
2025-12-01,IU_North_2,1756415
2015-01-01,IU_North_3,802192
2015-02-01,IU_North_3,738430
2015-03-01,IU_North_3,714047
2015-04-01,IU_North_3,658106
2015-05-01,IU_North_3,478552
2015-06-01,IU_North_3,405986
2015-07-01,IU_North_3,267066
2015-08-01,IU_North_3,260542
2015-09-01,IU_North_3,563694
2015-10-01,IU_North_3,601608
2015-11-01,IU_North_3,579761
2015-12-01,IU_North_3,759167
2016-01-01,IU_North_3,756090
2016-02-01,IU_North_3,907393
2016-03-01,IU_North_3,827254
2016-04-01,IU_North_3,765741
2016-05-01,IU_North_3,720931
2016-06-01,IU_North_3,556551
2016-07-01,IU_North_3,356100
2016-08-01,IU_North_3,377637
2016-09-01,IU_North_3,471917
2016-10-01,IU_North_3,652819
2016-11-01,IU_North_3,700941
2016-12-01,IU_North_3,733353
2017-01-01,IU_North_3,891236
2017-02-01,IU_North_3,953242
2017-03-01,IU_North_3,1134759
2017-04-01,IU_North_3,907553
2017-05-01,IU_North_3,740050
2017-06-01,IU_North_3,612052
2017-07-01,IU_North_3,406186
2017-08-01,IU_North_3,456898
2017-09-01,IU_North_3,605250
2017-10-01,IU_North_3,816878
2017-11-01,IU_North_3,649680
2017-12-01,IU_North_3,783081
2018-01-01,IU_North_3,998290
2018-02-01,IU_North_3,910606
2018-03-01,IU_North_3,1077914
2018-04-01,IU_North_3,1196305
2018-05-01,IU_North_3,879136
2018-06-01,IU_North_3,650653
2018-07-01,IU_North_3,446172
2018-08-01,IU_North_3,463715
2018-09-01,IU_North_3,758033
2018-10-01,IU_North_3,792136
2018-11-01,IU_North_3,974920
2018-12-01,IU_North_3,862068
2019-01-01,IU_North_3,1108297
2019-02-01,IU_North_3,1422638
2019-03-01,IU_North_3,1319521
2019-04-01,IU_North_3,1188291
2019-05-01,IU_North_3,1045090
2019-06-01,IU_North_3,639912
2019-07-01,IU_North_3,516664
2019-08-01,IU_North_3,460027
2019-09-01,IU_North_3,643848
2019-10-01,IU_North_3,925338
2019-11-01,IU_North_3,1023708
2019-12-01,IU_North_3,1208815
2020-01-01,IU_North_3,1057114
2020-02-01,IU_North_3,1368015
2020-03-01,IU_North_3,1498579
2020-04-01,IU_North_3,207044
2020-05-01,IU_North_3,641184
2020-06-01,IU_North_3,530266
2020-07-01,IU_North_3,568406
2020-08-01,IU_North_3,465216
2020-09-01,IU_North_3,747275
2020-10-01,IU_North_3,932419
2020-11-01,IU_North_3,1001082
2020-12-01,IU_North_3,1389585
2021-01-01,IU_North_3,1127991
2021-02-01,IU_North_3,1480093
2021-03-01,IU_North_3,1455697
2021-04-01,IU_North_3,1163811
2021-05-01,IU_North_3,1230665
2021-06-01,IU_North_3,824750
2021-07-01,IU_North_3,485003
2021-08-01,IU_North_3,597230
2021-09-01,IU_North_3,1013191
2021-10-01,IU_North_3,1012815
2021-11-01,IU_North_3,1079797
2021-12-01,IU_North_3,1305409
2022-01-01,IU_North_3,1562831
2022-02-01,IU_North_3,1415562
2022-03-01,IU_North_3,1851793
2022-04-01,IU_North_3,1449951
2022-05-01,IU_North_3,1246528
2022-06-01,IU_North_3,883160
2022-07-01,IU_North_3,688483
2022-08-01,IU_North_3,622890
2022-09-01,IU_North_3,851507
2022-10-01,IU_North_3,1037598
2022-11-01,IU_North_3,1469428
2022-12-01,IU_North_3,1294195
2023-01-01,IU_North_3,1591712
2023-02-01,IU_North_3,1758823
2023-03-01,IU_North_3,1950443
2023-04-01,IU_North_3,1742215
2023-05-01,IU_North_3,1541023
2023-06-01,IU_North_3,1039747
2023-07-01,IU_North_3,697600
2023-08-01,IU_North_3,873502
2023-09-01,IU_North_3,766703
2023-10-01,IU_North_3,1245287
2023-11-01,IU_North_3,1499100
2023-12-01,IU_North_3,1539352
2024-01-01,IU_North_3,1727746
2024-02-01,IU_North_3,2026819
2024-03-01,IU_North_3,2464121
2024-04-01,IU_North_3,2124502
2024-05-01,IU_North_3,1606877
2024-06-01,IU_North_3,1287390
2024-07-01,IU_North_3,920060
2024-08-01,IU_North_3,745611
2024-09-01,IU_North_3,1035035
2024-10-01,IU_North_3,1407593
2024-11-01,IU_North_3,1648606
2024-12-01,IU_North_3,2000885
2025-01-01,IU_North_3,1845606
2025-02-01,IU_North_3,2368859
2025-03-01,IU_North_3,2209342
2025-04-01,IU_North_3,1904540
2025-05-01,IU_North_3,1845759
2025-06-01,IU_North_3,1129678
2025-07-01,IU_North_3,917571
2025-08-01,IU_North_3,865789
2025-09-01,IU_North_3,1234707
2025-10-01,IU_North_3,1547444
2025-11-01,IU_North_3,1939340
2025-12-01,IU_North_3,1858071
2015-01-01,IU_South_1,827954
2015-02-01,IU_South_1,710079
2015-03-01,IU_South_1,1009147
2015-04-01,IU_South_1,809551
2015-05-01,IU_South_1,603289
2015-06-01,IU_South_1,416088
2015-07-01,IU_South_1,254722
2015-08-01,IU_South_1,322830
2015-09-01,IU_South_1,395571
2015-10-01,IU_South_1,620546
2015-11-01,IU_South_1,538043
2015-12-01,IU_South_1,664102
2016-01-01,IU_South_1,840053
2016-02-01,IU_South_1,914302
2016-03-01,IU_South_1,1151803
2016-04-01,IU_South_1,931099
2016-05-01,IU_South_1,669283
2016-06-01,IU_South_1,514824
2016-07-01,IU_South_1,263360
2016-08-01,IU_South_1,353196
2016-09-01,IU_South_1,617476
2016-10-01,IU_South_1,664513
2016-11-01,IU_South_1,703380
2016-12-01,IU_South_1,812040
2017-01-01,IU_South_1,920043
2017-02-01,IU_South_1,1084660
2017-03-01,IU_South_1,1118362
2017-04-01,IU_South_1,986996
2017-05-01,IU_South_1,873489
2017-06-01,IU_South_1,795119
2017-07-01,IU_South_1,339097
2017-08-01,IU_South_1,297222
2017-09-01,IU_South_1,582109
2017-10-01,IU_South_1,573419
2017-11-01,IU_South_1,745246
2017-12-01,IU_South_1,865857
2018-01-01,IU_South_1,1250187
2018-02-01,IU_South_1,1216609
2018-03-01,IU_South_1,1520049
2018-04-01,IU_South_1,1165819
2018-05-01,IU_South_1,995095
2018-06-01,IU_South_1,598324
2018-07-01,IU_South_1,481469
2018-08-01,IU_South_1,478470
2018-09-01,IU_South_1,738654
2018-10-01,IU_South_1,626341
2018-11-01,IU_South_1,800927
2018-12-01,IU_South_1,1009984
2019-01-01,IU_South_1,1077963
2019-02-01,IU_South_1,1418412
2019-03-01,IU_South_1,1377193
2019-04-01,IU_South_1,991604
2019-05-01,IU_South_1,1171787
2019-06-01,IU_South_1,768480
2019-07-01,IU_South_1,478149
2019-08-01,IU_South_1,430725
2019-09-01,IU_South_1,571674
2019-10-01,IU_South_1,809685
2019-11-01,IU_South_1,923915
2019-12-01,IU_South_1,1266421
2020-01-01,IU_South_1,1261623
2020-02-01,IU_South_1,1339703
2020-03-01,IU_South_1,1321929
2020-04-01,IU_South_1,149022
2020-05-01,IU_South_1,815637
2020-06-01,IU_South_1,494538
2020-07-01,IU_South_1,537982
2020-08-01,IU_South_1,567430
2020-09-01,IU_South_1,749345
2020-10-01,IU_South_1,1044329
2020-11-01,IU_South_1,958195
2020-12-01,IU_South_1,1054817
2021-01-01,IU_South_1,1150950
2021-02-01,IU_South_1,1563819
2021-03-01,IU_South_1,1576994
2021-04-01,IU_South_1,1366026
2021-05-01,IU_South_1,889477
2021-06-01,IU_South_1,920778
2021-07-01,IU_South_1,537562
2021-08-01,IU_South_1,583190
2021-09-01,IU_South_1,741884
2021-10-01,IU_South_1,1121624
2021-11-01,IU_South_1,1222986
2021-12-01,IU_South_1,1322401
2022-01-01,IU_South_1,1264656
2022-02-01,IU_South_1,1564836
2022-03-01,IU_South_1,2019616
2022-04-01,IU_South_1,1806229
2022-05-01,IU_South_1,1250503
2022-06-01,IU_South_1,1051578
2022-07-01,IU_South_1,579866
2022-08-01,IU_South_1,684823
2022-09-01,IU_South_1,1017018
2022-10-01,IU_South_1,1137548
2022-11-01,IU_South_1,1049166
2022-12-01,IU_South_1,1369557
2023-01-01,IU_South_1,1447472
2023-02-01,IU_South_1,1732787
2023-03-01,IU_South_1,1611083
2023-04-01,IU_South_1,1664881
2023-05-01,IU_South_1,1541319
2023-06-01,IU_South_1,896839
2023-07-01,IU_South_1,745985
2023-08-01,IU_South_1,781341
2023-09-01,IU_South_1,1132763
2023-10-01,IU_South_1,1313007
2023-11-01,IU_South_1,1259938
2023-12-01,IU_South_1,1444245
2024-01-01,IU_South_1,2282272
2024-02-01,IU_South_1,2160396
2024-03-01,IU_South_1,2146556
2024-04-01,IU_South_1,1876570
2024-05-01,IU_South_1,1721538
2024-06-01,IU_South_1,1231308
2024-07-01,IU_South_1,894183
2024-08-01,IU_South_1,1018815
2024-09-01,IU_South_1,922178
2024-10-01,IU_South_1,1355931
2024-11-01,IU_South_1,1628404
2024-12-01,IU_South_1,1759724
2025-01-01,IU_South_1,1716142
2025-02-01,IU_South_1,2295130
2025-03-01,IU_South_1,2275979
2025-04-01,IU_South_1,2170205
2025-05-01,IU_South_1,1580508
2025-06-01,IU_South_1,1257993
2025-07-01,IU_South_1,1016004
2025-08-01,IU_South_1,799133
2025-09-01,IU_South_1,1051095
2025-10-01,IU_South_1,1593119
2025-11-01,IU_South_1,1947814
2025-12-01,IU_South_1,2217274
2015-01-01,IU_South_2,915949
2015-02-01,IU_South_2,743158
2015-03-01,IU_South_2,946063
2015-04-01,IU_South_2,865639
2015-05-01,IU_South_2,634377
2015-06-01,IU_South_2,451023
2015-07-01,IU_South_2,339726
2015-08-01,IU_South_2,304310
2015-09-01,IU_South_2,416416
2015-10-01,IU_South_2,504421
2015-11-01,IU_South_2,518924
2015-12-01,IU_South_2,672282
2016-01-01,IU_South_2,938662
2016-02-01,IU_South_2,760685
2016-03-01,IU_South_2,902983
2016-04-01,IU_South_2,854704
2016-05-01,IU_South_2,646625
2016-06-01,IU_South_2,502862
2016-07-01,IU_South_2,396544
2016-08-01,IU_South_2,368007
2016-09-01,IU_South_2,567285
2016-10-01,IU_South_2,754598
2016-11-01,IU_South_2,672613
2016-12-01,IU_South_2,730740
2017-01-01,IU_South_2,1188888
2017-02-01,IU_South_2,1097179
2017-03-01,IU_South_2,1266148
2017-04-01,IU_South_2,1080593
2017-05-01,IU_South_2,928194
2017-06-01,IU_South_2,590786
2017-07-01,IU_South_2,376691
2017-08-01,IU_South_2,381663
2017-09-01,IU_South_2,507024
2017-10-01,IU_South_2,644532
2017-11-01,IU_South_2,892687
2017-12-01,IU_South_2,849770
2018-01-01,IU_South_2,1241095
2018-02-01,IU_South_2,1132537
2018-03-01,IU_South_2,1386777
2018-04-01,IU_South_2,1224276
2018-05-01,IU_South_2,794832
2018-06-01,IU_South_2,598545
2018-07-01,IU_South_2,475224
2018-08-01,IU_South_2,490183
2018-09-01,IU_South_2,720715
2018-10-01,IU_South_2,576544
2018-11-01,IU_South_2,1030676
2018-12-01,IU_South_2,1170225
2019-01-01,IU_South_2,1136856
2019-02-01,IU_South_2,1128758
2019-03-01,IU_South_2,1220561
2019-04-01,IU_South_2,1174444
2019-05-01,IU_South_2,1003504
2019-06-01,IU_South_2,652443
2019-07-01,IU_South_2,452265
2019-08-01,IU_South_2,479820
2019-09-01,IU_South_2,753520
2019-10-01,IU_South_2,835160
2019-11-01,IU_South_2,937940
2019-12-01,IU_South_2,931727
2020-01-01,IU_South_2,1269237
2020-02-01,IU_South_2,1218203
2020-03-01,IU_South_2,1454423
2020-04-01,IU_South_2,186115
2020-05-01,IU_South_2,876293
2020-06-01,IU_South_2,674054
2020-07-01,IU_South_2,609882
2020-08-01,IU_South_2,589299
2020-09-01,IU_South_2,574180
2020-10-01,IU_South_2,860730
2020-11-01,IU_South_2,1065941
2020-12-01,IU_South_2,1286608
2021-01-01,IU_South_2,1394672
2021-02-01,IU_South_2,1526094
2021-03-01,IU_South_2,1414129
2021-04-01,IU_South_2,1389809
2021-05-01,IU_South_2,1165396
2021-06-01,IU_South_2,716739
2021-07-01,IU_South_2,599318
2021-08-01,IU_South_2,595859
2021-09-01,IU_South_2,816928
2021-10-01,IU_South_2,875773
2021-11-01,IU_South_2,1107940
2021-12-01,IU_South_2,1329706
2022-01-01,IU_South_2,1286059
2022-02-01,IU_South_2,1380553
2022-03-01,IU_South_2,1760653
2022-04-01,IU_South_2,1271252
2022-05-01,IU_South_2,1434176
2022-06-01,IU_South_2,1090901
2022-07-01,IU_South_2,552017
2022-08-01,IU_South_2,698086
2022-09-01,IU_South_2,945613
2022-10-01,IU_South_2,1240025
2022-11-01,IU_South_2,1330082
2022-12-01,IU_South_2,1707438
2023-01-01,IU_South_2,1547665
2023-02-01,IU_South_2,1858654
2023-03-01,IU_South_2,1999302
2023-04-01,IU_South_2,2027307
2023-05-01,IU_South_2,1251950
2023-06-01,IU_South_2,1134050
2023-07-01,IU_South_2,823903
2023-08-01,IU_South_2,663445
2023-09-01,IU_South_2,1233116
2023-10-01,IU_South_2,1284298
2023-11-01,IU_South_2,1574393
2023-12-01,IU_South_2,1641295
2024-01-01,IU_South_2,1636994
2024-02-01,IU_South_2,2072420
2024-03-01,IU_South_2,2568348
2024-04-01,IU_South_2,1930352
2024-05-01,IU_South_2,1804528
2024-06-01,IU_South_2,1039640
2024-07-01,IU_South_2,965170
2024-08-01,IU_South_2,841332
2024-09-01,IU_South_2,1188577
2024-10-01,IU_South_2,1528704
2024-11-01,IU_South_2,1461094
2024-12-01,IU_South_2,1944939
2025-01-01,IU_South_2,2134352
2025-02-01,IU_South_2,2326254
2025-03-01,IU_South_2,2496700
2025-04-01,IU_South_2,2323107
2025-05-01,IU_South_2,1988628
2025-06-01,IU_South_2,1238982
2025-07-01,IU_South_2,784601
2025-08-01,IU_South_2,972840
2025-09-01,IU_South_2,1212192
2025-10-01,IU_South_2,1561003
2025-11-01,IU_South_2,1754930
2025-12-01,IU_South_2,2318872
2015-01-01,IU_South_3,688876
2015-02-01,IU_South_3,602985
2015-03-01,IU_South_3,926400
2015-04-01,IU_South_3,642334
2015-05-01,IU_South_3,731699
2015-06-01,IU_South_3,470616
2015-07-01,IU_South_3,313604
2015-08-01,IU_South_3,321718
2015-09-01,IU_South_3,417672
2015-10-01,IU_South_3,567168
2015-11-01,IU_South_3,581647
2015-12-01,IU_South_3,792318
2016-01-01,IU_South_3,890274
2016-02-01,IU_South_3,1083146
2016-03-01,IU_South_3,1090664
2016-04-01,IU_South_3,764568
2016-05-01,IU_South_3,560528
2016-06-01,IU_South_3,599006
2016-07-01,IU_South_3,322467
2016-08-01,IU_South_3,273807
2016-09-01,IU_South_3,404333
2016-10-01,IU_South_3,536035
2016-11-01,IU_South_3,726009
2016-12-01,IU_South_3,729457
2017-01-01,IU_South_3,962427
2017-02-01,IU_South_3,966259
2017-03-01,IU_South_3,1090679
2017-04-01,IU_South_3,1002251
2017-05-01,IU_South_3,894364
2017-06-01,IU_South_3,641564
2017-07-01,IU_South_3,367371
2017-08-01,IU_South_3,429289
2017-09-01,IU_South_3,468862
2017-10-01,IU_South_3,688578
2017-11-01,IU_South_3,903574
2017-12-01,IU_South_3,785429
2018-01-01,IU_South_3,1198009
2018-02-01,IU_South_3,1222714
2018-03-01,IU_South_3,1354268
2018-04-01,IU_South_3,1202235
2018-05-01,IU_South_3,1122499
2018-06-01,IU_South_3,649536
2018-07-01,IU_South_3,438107
2018-08-01,IU_South_3,564829
2018-09-01,IU_South_3,621654
2018-10-01,IU_South_3,791478
2018-11-01,IU_South_3,880011
2018-12-01,IU_South_3,1018658
2019-01-01,IU_South_3,1079724
2019-02-01,IU_South_3,1335888
2019-03-01,IU_South_3,1673688
2019-04-01,IU_South_3,1281043
2019-05-01,IU_South_3,960932
2019-06-01,IU_South_3,656783
2019-07-01,IU_South_3,621218
2019-08-01,IU_South_3,481389
2019-09-01,IU_South_3,627274
2019-10-01,IU_South_3,863243
2019-11-01,IU_South_3,1086876
2019-12-01,IU_South_3,1279461
2020-01-01,IU_South_3,1160525
2020-02-01,IU_South_3,1348427
2020-03-01,IU_South_3,1414831
2020-04-01,IU_South_3,151886
2020-05-01,IU_South_3,870978
2020-06-01,IU_South_3,594853
2020-07-01,IU_South_3,556739
2020-08-01,IU_South_3,454873
2020-09-01,IU_South_3,667598
2020-10-01,IU_South_3,826802
2020-11-01,IU_South_3,969590
2020-12-01,IU_South_3,1264412
2021-01-01,IU_South_3,1531669
2021-02-01,IU_South_3,1427049
2021-03-01,IU_South_3,1526970
2021-04-01,IU_South_3,1485881
2021-05-01,IU_South_3,1198360
2021-06-01,IU_South_3,918213
2021-07-01,IU_South_3,587271
2021-08-01,IU_South_3,585109
2021-09-01,IU_South_3,743744
2021-10-01,IU_South_3,1131021
2021-11-01,IU_South_3,1289026
2021-12-01,IU_South_3,1400855
2022-01-01,IU_South_3,1281866
2022-02-01,IU_South_3,1784642
2022-03-01,IU_South_3,1728022
2022-04-01,IU_South_3,1893852
2022-05-01,IU_South_3,1359364
2022-06-01,IU_South_3,937855
2022-07-01,IU_South_3,542045
2022-08-01,IU_South_3,683133
2022-09-01,IU_South_3,921130
2022-10-01,IU_South_3,1035938
2022-11-01,IU_South_3,1425654
2022-12-01,IU_South_3,1717085
2023-01-01,IU_South_3,1648873
2023-02-01,IU_South_3,2016679
2023-03-01,IU_South_3,2153488
2023-04-01,IU_South_3,1397354
2023-05-01,IU_South_3,1242387
2023-06-01,IU_South_3,1179168
2023-07-01,IU_South_3,638542
2023-08-01,IU_South_3,572211
2023-09-01,IU_South_3,1063512
2023-10-01,IU_South_3,1284839
2023-11-01,IU_South_3,1182828
2023-12-01,IU_South_3,1788416
2024-01-01,IU_South_3,2259521
2024-02-01,IU_South_3,2224108
2024-03-01,IU_South_3,2733622
2024-04-01,IU_South_3,1955981
2024-05-01,IU_South_3,2125500
2024-06-01,IU_South_3,1147813
2024-07-01,IU_South_3,769153
2024-08-01,IU_South_3,888288
2024-09-01,IU_South_3,1296224
2024-10-01,IU_South_3,1478145
2024-11-01,IU_South_3,1906093
2024-12-01,IU_South_3,2008856
2025-01-01,IU_South_3,2227877
2025-02-01,IU_South_3,2438129
2025-03-01,IU_South_3,2357194
2025-04-01,IU_South_3,2362107
2025-05-01,IU_South_3,1864290
2025-06-01,IU_South_3,1337581
2025-07-01,IU_South_3,765833
2025-08-01,IU_South_3,1066511
2025-09-01,IU_South_3,1334228
2025-10-01,IU_South_3,1335691
2025-11-01,IU_South_3,1906361
2025-12-01,IU_South_3,2030782
2015-01-01,IU_West_1,640361
2015-02-01,IU_West_1,562072
