Date,Supplying_IU,Receiving_GU,Mode,Units_Dispatched,Unit_Type,Quantity_MT,Total_Cost_INR
2017-08-01,IU_Central_3,GU_Central_3,road,8272,Trucks (30 MT),248160.0,12060859.61
2017-08-01,IU_East_1,GU_East_3,road,6268,Trucks (30 MT),188040.0,34582651.3
2017-08-01,IU_East_2,GU_East_1,road,8165,Trucks (30 MT),244950.0,16775015.83
2017-08-01,IU_East_2,GU_East_2,road,34,Trucks (30 MT),1020.0,54643.15
2017-08-01,IU_East_2,GU_East_3,road,1107,Trucks (30 MT),33210.0,3833354.39
2017-08-01,IU_East_3,GU_East_2,road,8847,Trucks (30 MT),265410.0,16563783.11
2017-08-01,IU_North_1,GU_North_2,road,2552,Trucks (30 MT),76560.0,7357241.01
2017-08-01,IU_North_1,GU_North_3,road,11947,Trucks (30 MT),358410.0,17023246.17
2017-08-01,IU_North_2,GU_North_2,road,8442,Trucks (30 MT),253260.0,38185023.24
2017-08-01,IU_North_3,GU_North_1,road,10817,Trucks (30 MT),324510.0,12545556.6
2017-08-01,IU_South_1,GU_South_2,road,9907,Trucks (30 MT),297210.0,9356255.72
2017-08-01,IU_South_2,GU_South_1,road,739,Trucks (30 MT),22170.0,746894.63
2017-08-01,IU_South_2,GU_South_3,road,11983,Trucks (30 MT),359490.0,13103718.63
2017-08-01,IU_South_3,GU_South_1,road,12534,Trucks (30 MT),376020.0,50048584.3
2017-08-01,IU_South_3,GU_South_2,road,1775,Trucks (30 MT),53250.0,8763945.86
2017-08-01,IU_West_1,GU_West_2,road,8868,Trucks (30 MT),266040.0,16456170.24
2017-08-01,IU_West_2,GU_West_3,road,9577,Trucks (30 MT),287310.0,38558561.68
2017-08-01,IU_West_3,GU_South_2,road,1022,Trucks (30 MT),30660.0,7179625.92
2017-08-01,IU_West_3,GU_West_1,road,8898,Trucks (30 MT),266940.0,12678734.78
2017-09-01,IU_Central_1,GU_Central_2,road,1731,Trucks (30 MT),51930.0,8721658.34
2017-09-01,IU_Central_2,GU_Central_1,road,7072,Trucks (30 MT),212160.0,16151680.18
2017-09-01,IU_Central_2,GU_Central_2,road,8017,Trucks (30 MT),240510.0,27395051.04
2017-09-01,IU_Central_3,GU_Central_1,road,2209,Trucks (30 MT),66270.0,6431560.3
2017-09-01,IU_Central_3,GU_Central_3,road,11549,Trucks (30 MT),346470.0,17718673.78
2017-09-01,IU_East_1,GU_East_3,road,6128,Trucks (30 MT),183840.0,35576821.85
2017-09-01,IU_East_2,GU_East_1,road,11444,Trucks (30 MT),343320.0,24740227.75
2017-09-01,IU_East_2,GU_East_3,road,3321,Trucks (30 MT),99630.0,12100945.94
2017-09-01,IU_East_3,GU_East_2,road,8213,Trucks (30 MT),246390.0,16180220.11
2017-09-01,IU_North_1,GU_North_2,road,6473,Trucks (30 MT),194190.0,19636270.87
2017-09-01,IU_North_1,GU_North_3,road,12824,Trucks (30 MT),384720.0,19227646.08
2017-09-01,IU_North_2,GU_North_2,road,5049,Trucks (30 MT),151470.0,24031018.44
2017-09-01,IU_North_3,GU_North_1,road,13204,Trucks (30 MT),396120.0,16114161.6
2017-09-01,IU_South_1,GU_South_2,road,10935,Trucks (30 MT),328050.0,10866703.11
2017-09-01,IU_South_2,GU_South_1,road,4307,Trucks (30 MT),129210.0,4580457.58
2017-09-01,IU_South_2,GU_South_3,road,12593,Trucks (30 MT),377790.0,14490297.36
2017-09-01,IU_South_3,GU_South_1,road,9522,Trucks (30 MT),285660.0,40008233.73
2017-09-01,IU_West_1,GU_West_2,road,11425,Trucks (30 MT),342750.0,22308912.0
2017-09-01,IU_West_2,GU_West_3,road,11546,Trucks (30 MT),346380.0,48914991.87
2017-09-01,IU_West_3,GU_West_1,road,10859,Trucks (30 MT),325770.0,16281426.14
2017-10-01,IU_Central_1,GU_Central_2,road,3273,Trucks (30 MT),98190.0,16172136.14
2017-10-01,IU_Central_2,GU_Central_1,road,7774,Trucks (30 MT),233220.0,17411627.7
2017-10-01,IU_Central_2,GU_Central_2,road,9748,Trucks (30 MT),292440.0,32665937.92
2017-10-01,IU_Central_3,GU_Central_1,road,4904,Trucks (30 MT),147120.0,14002012.89
2017-10-01,IU_Central_3,GU_Central_3,road,13685,Trucks (30 MT),410550.0,20589747.2
2017-10-01,IU_East_1,GU_East_3,road,6274,Trucks (30 MT),188220.0,35720068.94
2017-10-01,IU_East_2,GU_East_1,road,11467,Trucks (30 MT),344010.0,24310564.21
2017-10-01,IU_East_2,GU_East_3,road,8354,Trucks (30 MT),250620.0,29851372.07
2017-10-01,IU_East_3,GU_East_2,road,11160,Trucks (30 MT),334800.0,21560864.91
2017-10-01,IU_North_1,GU_North_2,road,7853,Trucks (30 MT),235590.0,23361912.14
2017-10-01,IU_North_1,GU_North_3,road,17210,Trucks (30 MT),516300.0,25304797.26
2017-10-01,IU_North_2,GU_North_2,road,9887,Trucks (30 MT),296610.0,46147770.24
2017-10-01,IU_North_3,GU_North_1,road,17409,Trucks (30 MT),522270.0,20835091.2
2017-10-01,IU_South_1,GU_South_2,road,16259,Trucks (30 MT),487770.0,15844999.41
2017-10-01,IU_South_2,GU_South_1,road,5340,Trucks (30 MT),160200.0,5569223.31
2017-10-01,IU_South_2,GU_South_3,road,16144,Trucks (30 MT),484320.0,18217074.1
2017-10-01,IU_South_3,GU_South_1,road,11944,Trucks (30 MT),358320.0,49214194.1
2017-10-01,IU_West_1,GU_West_2,road,12810,Trucks (30 MT),384300.0,24529612.8
2017-10-01,IU_West_2,GU_West_3,road,12433,Trucks (30 MT),372990.0,51654212.85
2017-10-01,IU_West_3,GU_West_1,road,15221,Trucks (30 MT),456630.0,22380262.58
2017-11-01,IU_Central_1,GU_Central_2,road,1082,Trucks (30 MT),32460.0,5417716.21
2017-11-01,IU_Central_2,GU_Central_1,road,9300,Trucks (30 MT),279000.0,21107917.71
2017-11-01,IU_Central_2,GU_Central_2,road,12406,Trucks (30 MT),372180.0,42128791.04
2017-11-01,IU_Central_3,GU_Central_1,road,3231,Trucks (30 MT),96930.0,9348556.94
2017-11-01,IU_Central_3,GU_Central_3,road,14786,Trucks (30 MT),443580.0,22543665.01
2017-11-01,IU_East_1,GU_East_3,road,3302,Trucks (30 MT),99060.0,19050766.35
2017-11-01,IU_East_2,GU_East_1,road,15331,Trucks (30 MT),459930.0,32936945.19
2017-11-01,IU_East_2,GU_East_3,road,9148,Trucks (30 MT),274440.0,33125587.57
2017-11-01,IU_East_3,GU_East_2,road,12240,Trucks (30 MT),367200.0,23963541.94
2017-11-01,IU_North_1,GU_North_2,road,9485,Trucks (30 MT),284550.0,28594185.6
2017-11-01,IU_North_1,GU_North_3,road,18901,Trucks (30 MT),567030.0,28162706.01
2017-11-01,IU_North_2,GU_North_2,road,9062,Trucks (30 MT),271860.0,42862535.04
2017-11-01,IU_North_3,GU_North_1,road,19558,Trucks (30 MT),586740.0,23719942.4
2017-11-01,IU_South_1,GU_South_2,road,18675,Trucks (30 MT),560250.0,18442789.71
2017-11-01,IU_South_2,GU_South_1,road,9615,Trucks (30 MT),288450.0,10161791.31
2017-11-01,IU_South_2,GU_South_3,road,20141,Trucks (30 MT),604230.0,23031175.95
2017-11-01,IU_South_3,GU_South_1,road,7126,Trucks (30 MT),213780.0,29754592.64
2017-11-01,IU_West_1,GU_West_2,road,14337,Trucks (30 MT),430110.0,27820661.76
2017-11-01,IU_West_2,GU_West_3,road,15544,Trucks (30 MT),466320.0,65442549.39
2017-11-01,IU_West_3,GU_West_1,road,14861,Trucks (30 MT),445830.0,22143059.84
2017-12-01,IU_Central_1,GU_Central_2,road,10308,Trucks (30 MT),309240.0,51741182.71
2017-12-01,IU_Central_2,GU_Central_1,road,13573,Trucks (30 MT),407190.0,30882414.22
2017-12-01,IU_Central_2,GU_Central_2,road,6829,Trucks (30 MT),204870.0,23247554.96
2017-12-01,IU_Central_3,GU_Central_1,road,3634,Trucks (30 MT),109020.0,10540603.89
2017-12-01,IU_Central_3,GU_Central_3,road,15253,Trucks (30 MT),457590.0,23313208.16
2017-12-01,IU_East_1,GU_East_3,road,8693,Trucks (30 MT),260790.0,50278002.15
2017-12-01,IU_East_2,GU_East_1,road,16337,Trucks (30 MT),490110.0,35185043.58
2017-12-01,IU_East_2,GU_East_3,road,9357,Trucks (30 MT),280710.0,33966204.08
2017-12-01,IU_East_3,GU_East_2,road,16482,Trucks (30 MT),494460.0,32348373.75
2017-12-01,IU_North_1,GU_North_2,road,352,Trucks (30 MT),10560.0,1063790.26
2017-12-01,IU_North_1,GU_North_3,road,26332,Trucks (30 MT),789960.0,39332033.17
2017-12-01,IU_North_2,GU_North_2,road,22708,Trucks (30 MT),681240.0,107672706.96
2017-12-01,IU_North_3,GU_North_1,road,22272,Trucks (30 MT),668160.0,27078297.6
2017-12-01,IU_South_1,GU_South_2,road,21118,Trucks (30 MT),633540.0,20907001.01
2017-12-01,IU_South_2,GU_South_1,road,5344,Trucks (30 MT),160320.0,5661876.39
2017-12-01,IU_South_2,GU_South_3,road,22981,Trucks (30 MT),689430.0,26343711.24
2017-12-01,IU_South_3,GU_South_1,road,16134,Trucks (30 MT),484020.0,67534112.07
2017-12-01,IU_West_1,GU_West_2,road,17303,Trucks (30 MT),519090.0,33659179.84
2017-12-01,IU_West_2,GU_West_3,road,17271,Trucks (30 MT),518130.0,72893341.11
2017-12-01,IU_West_3,GU_West_1,road,15282,Trucks (30 MT),458460.0,22826679.74
2018-01-01,IU_Central_1,GU_Central_2,road,3449,Trucks (30 MT),103470.0,18724867.36
2018-01-01,IU_Central_2,GU_Central_1,road,13882,Trucks (30 MT),416460.0,34162610.43
2018-01-01,IU_Central_2,GU_Central_2,road,15728,Trucks (30 MT),471840.0,57910496.0
2018-01-01,IU_Central_3,GU_Central_1,road,4282,Trucks (30 MT),128460.0,13433551.57
2018-01-01,IU_Central_3,GU_Central_3,road,21345,Trucks (30 MT),640350.0,35286334.29
2018-01-01,IU_East_1,GU_East_3,road,12720,Trucks (30 MT),381600.0,79571777.14
2018-01-01,IU_East_2,GU_East_1,road,22120,Trucks (30 MT),663600.0,51526960.0
2018-01-01,IU_East_2,GU_East_3,road,5281,Trucks (30 MT),158430.0,20734337.64
2018-01-01,IU_East_3,GU_East_2,road,16938,Trucks (30 MT),508140.0,35955744.43
2018-01-01,IU_North_1,GU_North_2,road,6080,Trucks (30 MT),182400.0,19873782.86
2018-01-01,IU_North_1,GU_North_3,road,27360,Trucks (30 MT),820800.0,44202034.29
2018-01-01,IU_North_2,GU_North_2,road,15809,Trucks (30 MT),474270.0,81076456.5
2018-01-01,IU_North_3,GU_North_1,road,24052,Trucks (30 MT),721560.0,31628380.0
2018-01-01,IU_South_1,GU_South_2,road,26614,Trucks (30 MT),798420.0,28497891.0
2018-01-01,IU_South_2,GU_South_1,road,17637,Trucks (30 MT),529110.0,20210742.21
2018-01-01,IU_South_2,GU_South_3,road,23732,Trucks (30 MT),711960.0,29424289.71
2018-01-01,IU_South_3,GU_South_1,road,5426,Trucks (30 MT),162780.0,24565439.86
2018-01-01,IU_West_1,GU_West_2,road,18610,Trucks (30 MT),558300.0,39155440.0
2018-01-01,IU_West_2,GU_West_3,road,18955,Trucks (30 MT),568650.0,86528221.07
2018-01-01,IU_West_3,GU_West_1,road,19779,Trucks (30 MT),593370.0,31954387.29
2018-02-01,IU_Central_1,GU_Central_2,road,6015,Trucks (30 MT),180450.0,30877796.27
2018-02-01,IU_Central_2,GU_Central_1,road,10663,Trucks (30 MT),319890.0,24812100.29
2018-02-01,IU_Central_2,GU_Central_2,road,13537,Trucks (30 MT),406110.0,47129336.24
2018-02-01,IU_Central_3,GU_Central_1,road,6607,Trucks (30 MT),198210.0,19598985.92
2018-02-01,IU_Central_3,GU_Central_3,road,19294,Trucks (30 MT),578820.0,30159057.78
2018-02-01,IU_East_1,GU_East_3,road,17587,Trucks (30 MT),527610.0,104027657.73
2018-02-01,IU_East_2,GU_East_1,road,18944,Trucks (30 MT),568320.0,41725946.15
2018-02-01,IU_East_2,GU_East_3,road,6016,Trucks (30 MT),180480.0,22334021.85
2018-02-01,IU_East_3,GU_East_2,road,23425,Trucks (30 MT),702750.0,47018726.93
2018-02-01,IU_North_1,GU_North_2,road,11863,Trucks (30 MT),355890.0,36665414.73
2018-02-01,IU_North_1,GU_North_3,road,23953,Trucks (30 MT),718590.0,36590739.67
2018-02-01,IU_North_2,GU_North_2,road,16023,Trucks (30 MT),480690.0,77699692.98
2018-02-01,IU_North_3,GU_North_1,road,27006,Trucks (30 MT),810180.0,33579260.4
2018-02-01,IU_South_1,GU_South_2,road,27522,Trucks (30 MT),825660.0,27865553.19
2018-02-01,IU_South_2,GU_South_1,road,10458,Trucks (30 MT),313740.0,11331601.56
2018-02-01,IU_South_2,GU_South_3,road,27293,Trucks (30 MT),818790.0,31996909.56
2018-02-01,IU_South_3,GU_South_1,road,16946,Trucks (30 MT),508380.0,72543259.89
2018-02-01,IU_West_1,GU_West_2,road,19685,Trucks (30 MT),590550.0,39162126.4
2018-02-01,IU_West_2,GU_West_3,road,22607,Trucks (30 MT),678210.0,97580273.48
2018-02-01,IU_West_3,GU_West_1,road,16710,Trucks (30 MT),501300.0,25526291.49
2018-03-01,IU_Central_1,GU_Central_2,road,4824,Trucks (30 MT),144720.0,26500533.74
2018-03-01,IU_Central_2,GU_Central_1,road,16290,Trucks (30 MT),488700.0,40564101.34
2018-03-01,IU_Central_2,GU_Central_2,road,17001,Trucks (30 MT),510030.0,63340285.68
2018-03-01,IU_Central_3,GU_Central_1,road,9739,Trucks (30 MT),292170.0,30915787.68
2018-03-01,IU_Central_3,GU_Central_3,road,16892,Trucks (30 MT),506760.0,28256165.39
2018-03-01,IU_East_1,GU_East_3,road,13165,Trucks (30 MT),394950.0,83332531.67
2018-03-01,IU_East_2,GU_East_1,road,22722,Trucks (30 MT),681660.0,53557182.24
2018-03-01,IU_East_2,GU_East_3,road,9376,Trucks (30 MT),281280.0,37248892.43
2018-03-01,IU_East_3,GU_East_2,road,19979,Trucks (30 MT),599370.0,42914264.09
2018-03-01,IU_North_1,GU_North_2,road,7745,Trucks (30 MT),232350.0,25616521.11
2018-03-01,IU_North_1,GU_North_3,road,28326,Trucks (30 MT),849780.0,46305564.31
2018-03-01,IU_North_2,GU_North_2,road,20577,Trucks (30 MT),617310.0,106781049.18
2018-03-01,IU_North_3,GU_North_1,road,29646,Trucks (30 MT),889380.0,39446967.6
2018-03-01,IU_South_1,GU_South_2,road,29818,Trucks (30 MT),894540.0,32307462.22
2018-03-01,IU_South_2,GU_South_1,road,18831,Trucks (30 MT),564930.0,21834974.92
2018-03-01,IU_South_2,GU_South_3,road,27394,Trucks (30 MT),821820.0,34367573.18
2018-03-01,IU_South_3,GU_South_1,road,13004,Trucks (30 MT),390120.0,59572178.55
2018-03-01,IU_West_1,GU_West_2,road,22555,Trucks (30 MT),676650.0,48018692.8
2018-03-01,IU_West_2,GU_West_3,road,21811,Trucks (30 MT),654330.0,100746816.2
2018-03-01,IU_West_3,GU_West_1,road,22444,Trucks (30 MT),673320.0,36690040.43
2018-04-01,IU_Central_2,GU_Central_1,road,11546,Trucks (30 MT),346380.0,28884925.1
2018-04-01,IU_Central_2,GU_Central_2,road,17595,Trucks (30 MT),527850.0,65858788.8
2018-04-01,IU_Central_3,GU_Central_1,road,7146,Trucks (30 MT),214380.0,22790186.54
2018-04-01,IU_Central_3,GU_Central_3,road,16507,Trucks (30 MT),495210.0,27740815.27
2018-04-01,IU_East_1,GU_East_3,road,9410,Trucks (30 MT),282300.0,59841470.06
2018-04-01,IU_East_2,GU_East_1,road,20582,Trucks (30 MT),617460.0,48739116.89
2018-04-01,IU_East_2,GU_East_3,road,10173,Trucks (30 MT),305190.0,40603523.97
2018-04-01,IU_East_3,GU_East_2,road,21699,Trucks (30 MT),650970.0,46825946.02
2018-04-01,IU_North_1,GU_North_2,road,7316,Trucks (30 MT),219480.0,24310357.3
2018-04-01,IU_North_1,GU_North_3,road,26061,Trucks (30 MT),781830.0,42801395.04
2018-04-01,IU_North_2,GU_North_2,road,18353,Trucks (30 MT),550590.0,95683732.56
2018-04-01,IU_North_3,GU_North_1,road,26117,Trucks (30 MT),783510.0,34913205.6
2018-04-01,IU_South_1,GU_South_2,road,24445,Trucks (30 MT),733350.0,26609290.46
2018-04-01,IU_South_2,GU_South_1,road,12091,Trucks (30 MT),362730.0,14085116.81
2018-04-01,IU_South_2,GU_South_3,road,28718,Trucks (30 MT),861540.0,36196495.41
2018-04-01,IU_South_3,GU_South_1,road,17451,Trucks (30 MT),523530.0,80316681.84
2018-04-01,IU_West_1,GU_West_2,road,20521,Trucks (30 MT),615630.0,43891956.48
2018-04-01,IU_West_2,GU_West_3,road,20464,Trucks (30 MT),613920.0,94965355.34
2018-04-01,IU_West_3,GU_West_1,road,21883,Trucks (30 MT),656490.0,35939638.83
2018-05-01,IU_Central_1,GU_Central_2,road,3478,Trucks (30 MT),104340.0,19146519.18
2018-05-01,IU_Central_2,GU_Central_1,road,7418,Trucks (30 MT),222540.0,18510601.67
2018-05-01,IU_Central_2,GU_Central_2,road,14904,Trucks (30 MT),447120.0,55644382.08
2018-05-01,IU_Central_3,GU_Central_1,road,7625,Trucks (30 MT),228750.0,24255974.64
2018-05-01,IU_Central_3,GU_Central_3,road,16692,Trucks (30 MT),500760.0,27980370.38
2018-05-01,IU_East_1,GU_East_3,road,1392,Trucks (30 MT),41760.0,8829698.61
2018-05-01,IU_East_2,GU_East_1,road,14683,Trucks (30 MT),440490.0,34681581.61
2018-05-01,IU_East_2,GU_East_3,road,15329,Trucks (30 MT),459870.0,61027070.25
2018-05-01,IU_East_3,GU_East_2,road,16930,Trucks (30 MT),507900.0,36441631.51
2018-05-01,IU_North_1,GU_North_2,road,4715,Trucks (30 MT),141450.0,15627638.49
2018-05-01,IU_North_1,GU_North_3,road,25035,Trucks (30 MT),751050.0,41011764.77
2018-05-01,IU_North_2,GU_North_2,road,15266,Trucks (30 MT),457980.0,79387169.16
2018-05-01,IU_North_3,GU_North_1,road,23981,Trucks (30 MT),719430.0,31976265.4
2018-05-01,IU_South_1,GU_South_2,road,26522,Trucks (30 MT),795660.0,28796754.05
2018-05-01,IU_South_2,GU_South_1,road,1664,Trucks (30 MT),49920.0,1933506.19
2018-05-01,IU_South_2,GU_South_3,road,24830,Trucks (30 MT),744900.0,31216417.89
2018-05-01,IU_South_3,GU_South_1,road,19240,Trucks (30 MT),577200.0,88325177.94
2018-05-01,IU_West_1,GU_West_2,road,14475,Trucks (30 MT),434250.0,30881544.0
2018-05-01,IU_West_2,GU_West_3,road,17627,Trucks (30 MT),528810.0,81591907.96
2018-05-01,IU_West_3,GU_West_1,road,16478,Trucks (30 MT),494340.0,26993882.96
2018-06-01,IU_Central_1,GU_Central_2,road,4510,Trucks (30 MT),135300.0,25889049.37
2018-06-01,IU_Central_2,GU_Central_1,road,9002,Trucks (30 MT),270060.0,23423512.64
2018-06-01,IU_Central_2,GU_Central_2,road,5991,Trucks (30 MT),179730.0,23323681.92
2018-06-01,IU_Central_3,GU_Central_1,road,4925,Trucks (30 MT),147750.0,16336703.43
2018-06-01,IU_Central_3,GU_Central_3,road,11688,Trucks (30 MT),350640.0,20429822.54
2018-06-01,IU_East_1,GU_East_3,road,11272,Trucks (30 MT),338160.0,74556743.86
2018-06-01,IU_East_2,GU_East_1,road,13267,Trucks (30 MT),398010.0,32676545.19
2018-06-01,IU_East_2,GU_East_3,road,1031,Trucks (30 MT),30930.0,4280028.59
2018-06-01,IU_East_3,GU_East_2,road,11338,Trucks (30 MT),340140.0,25448173.39
2018-06-01,IU_North_1,GU_North_2,road,7215,Trucks (30 MT),216450.0,24936029.49
2018-06-01,IU_North_1,GU_North_3,road,13720,Trucks (30 MT),411600.0,23436582.4
2018-06-01,IU_North_2,GU_North_2,road,6905,Trucks (30 MT),207150.0,37442776.8
2018-06-01,IU_North_3,GU_North_1,road,15200,Trucks (30 MT),456000.0,21134080.0
2018-06-01,IU_South_1,GU_South_2,road,16261,Trucks (30 MT),487830.0,18410425.44
2018-06-01,IU_South_2,GU_South_1,road,2661,Trucks (30 MT),79830.0,3224158.83
2018-06-01,IU_South_2,GU_South_3,road,17290,Trucks (30 MT),518700.0,22666300.8
2018-06-01,IU_South_3,GU_South_1,road,13914,Trucks (30 MT),417420.0,66605602.42
2018-06-01,IU_West_1,GU_West_2,road,12887,Trucks (30 MT),386610.0,28668935.68
2018-06-01,IU_West_2,GU_West_3,road,11638,Trucks (30 MT),349140.0,56172835.34
2018-06-01,IU_West_3,GU_West_1,road,13823,Trucks (30 MT),414690.0,23612527.59
2018-07-01,IU_Central_1,GU_Central_2,road,2402,Trucks (30 MT),72060.0,13167564.98
2018-07-01,IU_Central_2,GU_Central_1,road,3277,Trucks (30 MT),98310.0,8142961.12
2018-07-01,IU_Central_2,GU_Central_2,road,7823,Trucks (30 MT),234690.0,29084662.32
2018-07-01,IU_Central_3,GU_Central_1,road,5367,Trucks (30 MT),161010.0,17001321.92
2018-07-01,IU_Central_3,GU_Central_3,road,10652,Trucks (30 MT),319560.0,17780683.61
2018-07-01,IU_East_1,GU_East_3,road,8084,Trucks (30 MT),242520.0,51062863.17
2018-07-01,IU_East_2,GU_East_1,road,10124,Trucks (30 MT),303720.0,23812689.33
2018-07-01,IU_East_2,GU_East_2,road,51,Trucks (30 MT),1530.0,93837.52
2018-07-01,IU_East_2,GU_East_3,road,2804,Trucks (30 MT),84120.0,11116265.73
2018-07-01,IU_East_3,GU_East_2,road,10981,Trucks (30 MT),329430.0,23537208.76
2018-07-01,IU_North_1,GU_North_2,road,3887,Trucks (30 MT),116610.0,12829165.66
2018-07-01,IU_North_1,GU_North_3,road,13097,Trucks (30 MT),392910.0,21365098.68
2018-07-01,IU_North_2,GU_North_2,road,9664,Trucks (30 MT),289920.0,50044250.88
2018-07-01,IU_North_3,GU_North_1,road,12930,Trucks (30 MT),387900.0,17168454.0
2018-07-01,IU_South_1,GU_South_2,road,14521,Trucks (30 MT),435630.0,15700229.67
2018-07-01,IU_South_2,GU_South_1,road,739,Trucks (30 MT),22170.0,855084.23
2018-07-01,IU_South_2,GU_South_3,road,15101,Trucks (30 MT),453030.0,18905330.21
2018-07-01,IU_South_3,GU_South_1,road,11479,Trucks (30 MT),344370.0,52475395.77
2018-07-01,IU_West_1,GU_West_2,road,10757,Trucks (30 MT),322710.0,22853031.36
2018-07-01,IU_West_2,GU_West_3,road,9295,Trucks (30 MT),278850.0,42844027.76
2018-07-01,IU_West_3,GU_West_1,road,9793,Trucks (30 MT),293790.0,15975292.92
2018-07-01,IU_West_3,GU_West_2,road,1237,Trucks (30 MT),37110.0,4458183.34
2018-08-01,IU_Central_1,GU_Central_2,road,6114,Trucks (30 MT),183420.0,34970385.55
2018-08-01,IU_Central_2,GU_Central_1,road,9223,Trucks (30 MT),276690.0,23912261.29
2018-08-01,IU_Central_2,GU_Central_2,road,2611,Trucks (30 MT),78330.0,10128382.32
2018-08-01,IU_Central_3,GU_Central_1,road,1277,Trucks (30 MT),38310.0,4220700.27
2018-08-01,IU_Central_3,GU_Central_3,road,10263,Trucks (30 MT),307890.0,17874509.97
2018-08-01,IU_East_1,GU_East_3,road,6609,Trucks (30 MT),198270.0,43556916.63
2018-08-01,IU_East_2,GU_East_1,road,8512,Trucks (30 MT),255360.0,20889615.36
2018-08-01,IU_East_2,GU_East_2,road,549,Trucks (30 MT),16470.0,1053952.95
2018-08-01,IU_East_2,GU_East_3,road,1279,Trucks (30 MT),38370.0,5290466.56
2018-08-01,IU_East_3,GU_East_2,road,8541,Trucks (30 MT),256230.0,19101360.83
2018-08-01,IU_North_1,GU_North_3,road,13501,Trucks (30 MT),405030.0,22979550.63
2018-08-01,IU_North_2,GU_North_1,road,1745,Trucks (30 MT),52350.0,5456694.77
2018-08-01,IU_North_2,GU_North_2,road,13006,Trucks (30 MT),390180.0,70272198.36
2018-08-01,IU_North_3,GU_North_1,road,14358,Trucks (30 MT),430740.0,19891573.2
2018-08-01,IU_North_3,GU_North_3,road,1099,Trucks (30 MT),32970.0,4089146.64
2018-08-01,IU_South_1,GU_South_2,road,14116,Trucks (30 MT),423480.0,15924420.93
2018-08-01,IU_South_2,GU_South_1,road,3509,Trucks (30 MT),105270.0,4236335.49
2018-08-01,IU_South_2,GU_South_3,road,12830,Trucks (30 MT),384900.0,16758985.89
2018-08-01,IU_South_3,GU_South_1,road,10510,Trucks (30 MT),315300.0,50129907.34
2018-08-01,IU_West_1,GU_West_2,road,10072,Trucks (30 MT),302160.0,22325998.08
2018-08-01,IU_West_2,GU_West_3,road,10324,Trucks (30 MT),309720.0,49651390.18
2018-08-01,IU_West_3,GU_West_1,road,11316,Trucks (30 MT),339480.0,19260543.29
2018-08-01,IU_West_3,GU_West_2,road,539,Trucks (30 MT),16170.0,2026840.2
2018-09-01,IU_Central_1,GU_Central_2,road,1559,Trucks (30 MT),46770.0,8677612.26
2018-09-01,IU_Central_2,GU_Central_1,road,6893,Trucks (30 MT),206790.0,17391452.58
2018-09-01,IU_Central_2,GU_Central_2,road,9324,Trucks (30 MT),279720.0,35197727.04
2018-09-01,IU_Central_3,GU_Central_1,road,2227,Trucks (30 MT),66810.0,7162967.34
2018-09-01,IU_Central_3,GU_Central_3,road,12135,Trucks (30 MT),364050.0,20567368.8
2018-09-01,IU_East_1,GU_East_3,road,4261,Trucks (30 MT),127830.0,27328264.38
2018-09-01,IU_East_2,GU_East_1,road,9183,Trucks (30 MT),275490.0,21931207.92
2018-09-01,IU_East_2,GU_East_3,road,5904,Trucks (30 MT),177120.0,23765607.36
2018-09-01,IU_East_3,GU_East_2,road,11794,Trucks (30 MT),353820.0,25668225.72
2018-09-01,IU_North_1,GU_North_2,road,9387,Trucks (30 MT),281610.0,31458089.88
2018-09-01,IU_North_1,GU_North_3,road,13965,Trucks (30 MT),418950.0,23131067.4
2018-09-01,IU_North_2,GU_North_2,road,5680,Trucks (30 MT),170400.0,29865326.4
2018-09-01,IU_North_3,GU_North_1,road,15133,Trucks (30 MT),453990.0,20402310.6
2018-09-01,IU_South_1,GU_South_2,road,12652,Trucks (30 MT),379560.0,13889618.64
2018-09-01,IU_South_2,GU_South_1,road,9874,Trucks (30 MT),296220.0,11600567.64
2018-09-01,IU_South_2,GU_South_3,road,14149,Trucks (30 MT),424470.0,17985642.84
2018-09-01,IU_South_3,GU_South_1,road,7325,Trucks (30 MT),219750.0,34000159.5
2018-09-01,IU_West_1,GU_West_2,road,13466,Trucks (30 MT),403980.0,29047777.92
2018-09-01,IU_West_2,GU_West_3,road,12659,Trucks (30 MT),379770.0,59246398.62
2018-09-01,IU_West_3,GU_West_1,road,12042,Trucks (30 MT),361260.0,19945887.12
2018-09-01,IU_West_3,GU_West_2,road,694,Trucks (30 MT),20820.0,2539623.6
2018-10-01,IU_Central_1,GU_Central_2,road,2329,Trucks (30 MT),69870.0,13202003.04
2018-10-01,IU_Central_2,GU_Central_1,road,4414,Trucks (30 MT),132420.0,11341646.89
2018-10-01,IU_Central_2,GU_Central_2,road,12446,Trucks (30 MT),373380.0,47847402.4
2018-10-01,IU_Central_3,GU_Central_1,road,9100,Trucks (30 MT),273000.0,29807830.0
2018-10-01,IU_Central_3,GU_Central_3,road,13529,Trucks (30 MT),405870.0,23351827.09
2018-10-01,IU_East_1,GU_East_3,road,7000,Trucks (30 MT),210000.0,45720900.0
2018-10-01,IU_East_2,GU_East_1,road,13648,Trucks (30 MT),409440.0,33194275.66
2018-10-01,IU_East_2,GU_East_3,road,7345,Trucks (30 MT),220350.0,30109988.07
2018-10-01,IU_East_3,GU_East_2,road,13007,Trucks (30 MT),390210.0,28828900.61
