date,gu_id,demand_mt
2015-04-01,GU_North_1,514401
2015-05-01,GU_North_1,447896
2015-06-01,GU_North_1,303447
2015-07-01,GU_North_1,249043
2015-08-01,GU_North_1,278982
2015-09-01,GU_North_1,346727
2015-10-01,GU_North_1,322101
2015-11-01,GU_North_1,393337
2015-12-01,GU_North_1,433829
2016-01-01,GU_North_1,540946
2016-02-01,GU_North_1,616250
2016-03-01,GU_North_1,557869
2016-04-01,GU_North_1,490352
2016-05-01,GU_North_1,549607
2016-06-01,GU_North_1,356717
2016-07-01,GU_North_1,376188
2016-08-01,GU_North_1,260027
2016-09-01,GU_North_1,336619
2016-10-01,GU_North_1,396135
2016-11-01,GU_North_1,460721
2016-12-01,GU_North_1,503138
2017-01-01,GU_North_1,684605
2017-02-01,GU_North_1,623440
2017-03-01,GU_North_1,764499
2017-04-01,GU_North_1,684003
2017-05-01,GU_North_1,605813
2017-06-01,GU_North_1,383507
2017-07-01,GU_North_1,389376
2017-08-01,GU_North_1,324488
2017-09-01,GU_North_1,396120
2017-10-01,GU_North_1,522247
2017-11-01,GU_North_1,586711
2017-12-01,GU_North_1,668159
2018-01-01,GU_North_1,721537
2018-02-01,GU_North_1,810165
2018-03-01,GU_North_1,889354
2018-04-01,GU_North_1,783482
2018-05-01,GU_North_1,719420
2018-06-01,GU_North_1,455973
2018-07-01,GU_North_1,387888
2018-08-01,GU_North_1,483061
2018-09-01,GU_North_1,453964
2018-10-01,GU_North_1,616359
2018-11-01,GU_North_1,576786
2018-12-01,GU_North_1,621405
2019-01-01,GU_North_1,758713
2019-02-01,GU_North_1,895151
2019-03-01,GU_North_1,928693
2019-04-01,GU_North_1,796771
2019-05-01,GU_North_1,587681
2019-06-01,GU_North_1,517933
2019-07-01,GU_North_1,404746
2019-08-01,GU_North_1,465143
2019-09-01,GU_North_1,484932
2019-10-01,GU_North_1,652382
2019-11-01,GU_North_1,571130
2019-12-01,GU_North_1,808061
2020-01-01,GU_North_1,983558
2020-02-01,GU_North_1,862010
2020-03-01,GU_North_1,879209
2020-04-01,GU_North_1,613987
2020-05-01,GU_North_1,495890
2020-06-01,GU_North_1,366506
2020-07-01,GU_North_1,571601
2020-08-01,GU_North_1,435259
2020-09-01,GU_North_1,531073
2020-10-01,GU_North_1,592088
2020-11-01,GU_North_1,734818
2020-12-01,GU_North_1,802579
2021-01-01,GU_North_1,898783
2021-02-01,GU_North_1,889535
2021-03-01,GU_North_1,967042
2021-04-01,GU_North_1,901682
2021-05-01,GU_North_1,749744
2021-06-01,GU_North_1,505293
2021-07-01,GU_North_1,438462
2021-08-01,GU_North_1,499695
2021-09-01,GU_North_1,557911
2021-10-01,GU_North_1,705326
2021-11-01,GU_North_1,909415
2021-12-01,GU_North_1,953485
2022-01-01,GU_North_1,1020321
2022-02-01,GU_North_1,1000232
2022-03-01,GU_North_1,1232923
2022-04-01,GU_North_1,1046895
2022-05-01,GU_North_1,888399
2022-06-01,GU_North_1,637969
2022-07-01,GU_North_1,491599
2022-08-01,GU_North_1,577507
2022-09-01,GU_North_1,637249
2022-10-01,GU_North_1,727608
2022-11-01,GU_North_1,869201
2022-12-01,GU_North_1,1081050
2023-01-01,GU_North_1,1105242
2023-02-01,GU_North_1,1302764
2023-03-01,GU_North_1,1293918
2023-04-01,GU_North_1,1191072
2023-05-01,GU_North_1,987967
2023-06-01,GU_North_1,642765
2023-07-01,GU_North_1,621582
2023-08-01,GU_North_1,635665
2023-09-01,GU_North_1,654928
2023-10-01,GU_North_1,838311
2023-11-01,GU_North_1,1092060
2023-12-01,GU_North_1,1098165
2024-01-01,GU_North_1,1148497
2024-02-01,GU_North_1,1400860
2024-03-01,GU_North_1,1417848
2024-04-01,GU_North_1,1309601
2024-05-01,GU_North_1,1059149
2024-06-01,GU_North_1,836969
2024-07-01,GU_North_1,764276
2024-08-01,GU_North_1,689073
2024-09-01,GU_North_1,652782
2024-10-01,GU_North_1,1026232
2024-11-01,GU_North_1,1169388
2024-12-01,GU_North_1,1167869
2025-01-01,GU_North_1,1518302
2025-02-01,GU_North_1,1502465
2025-03-01,GU_North_1,1927509
2025-04-01,GU_North_1,1552989
2025-05-01,GU_North_1,1206222
2025-06-01,GU_North_1,920379
2025-07-01,GU_North_1,838283
2025-08-01,GU_North_1,807145
2025-09-01,GU_North_1,883426
2025-10-01,GU_North_1,1167218
2025-11-01,GU_North_1,1295501
2025-12-01,GU_North_1,1390822
2015-01-01,GU_North_2,463563
2015-02-01,GU_North_2,584981
2015-03-01,GU_North_2,580705
2015-04-01,GU_North_2,488631
2015-05-01,GU_North_2,404973
2015-06-01,GU_North_2,333352
2015-07-01,GU_North_2,271936
2015-08-01,GU_North_2,244301
2015-09-01,GU_North_2,303775
2015-10-01,GU_North_2,434468
2015-11-01,GU_North_2,374505
2015-12-01,GU_North_2,447921
2016-01-01,GU_North_2,563707
2016-02-01,GU_North_2,578909
2016-03-01,GU_North_2,560461
2016-04-01,GU_North_2,570229
2016-05-01,GU_North_2,497035
2016-06-01,GU_North_2,346607
2016-07-01,GU_North_2,317492
2016-08-01,GU_North_2,293064
2016-09-01,GU_North_2,411430
2016-10-01,GU_North_2,549328
2016-11-01,GU_North_2,553420
2016-12-01,GU_North_2,555433
2017-01-01,GU_North_2,638650
2017-02-01,GU_North_2,636553
2017-03-01,GU_North_2,702464
2017-04-01,GU_North_2,571066
2017-05-01,GU_North_2,610753
2017-06-01,GU_North_2,398883
2017-07-01,GU_North_2,333471
2017-08-01,GU_North_2,329816
2017-09-01,GU_North_2,345639
2017-10-01,GU_North_2,532192
2017-11-01,GU_North_2,556399
2017-12-01,GU_North_2,691773
2018-01-01,GU_North_2,656664
2018-02-01,GU_North_2,836578
2018-03-01,GU_North_2,849653
2018-04-01,GU_North_2,770041
2018-05-01,GU_North_2,599414
2018-06-01,GU_North_2,423593
2018-07-01,GU_North_2,406528
2018-08-01,GU_North_2,390153
2018-09-01,GU_North_2,452006
2018-10-01,GU_North_2,616710
2018-11-01,GU_North_2,620393
2018-12-01,GU_North_2,665765
2019-01-01,GU_North_2,723935
2019-02-01,GU_North_2,837467
2019-03-01,GU_North_2,805803
2019-04-01,GU_North_2,785537
2019-05-01,GU_North_2,659997
2019-06-01,GU_North_2,516685
2019-07-01,GU_North_2,386410
2019-08-01,GU_North_2,410172
2019-09-01,GU_North_2,516362
2019-10-01,GU_North_2,626378
2019-11-01,GU_North_2,718008
2019-12-01,GU_North_2,706849
2020-01-01,GU_North_2,916495
2020-02-01,GU_North_2,904878
2020-03-01,GU_North_2,933099
2020-04-01,GU_North_2,612382
2020-05-01,GU_North_2,516128
2020-06-01,GU_North_2,347233
2020-07-01,GU_North_2,413764
2020-08-01,GU_North_2,418517
2020-09-01,GU_North_2,488503
2020-10-01,GU_North_2,662596
2020-11-01,GU_North_2,698340
2020-12-01,GU_North_2,851804
2021-01-01,GU_North_2,859589
2021-02-01,GU_North_2,945498
2021-03-01,GU_North_2,986212
2021-04-01,GU_North_2,968374
2021-05-01,GU_North_2,795017
2021-06-01,GU_North_2,537956
2021-07-01,GU_North_2,447225
2021-08-01,GU_North_2,477724
2021-09-01,GU_North_2,557283
2021-10-01,GU_North_2,733260
2021-11-01,GU_North_2,714174
2021-12-01,GU_North_2,895393
2022-01-01,GU_North_2,1061100
2022-02-01,GU_North_2,1040556
2022-03-01,GU_North_2,1077766
2022-04-01,GU_North_2,1064365
2022-05-01,GU_North_2,844026
2022-06-01,GU_North_2,678183
2022-07-01,GU_North_2,494923
2022-08-01,GU_North_2,542433
2022-09-01,GU_North_2,599446
2022-10-01,GU_North_2,793712
2022-11-01,GU_North_2,890058
2022-12-01,GU_North_2,1094977
2023-01-01,GU_North_2,1199169
2023-02-01,GU_North_2,1325884
2023-03-01,GU_North_2,1387649
2023-04-01,GU_North_2,1178916
2023-05-01,GU_North_2,1003311
2023-06-01,GU_North_2,686524
2023-07-01,GU_North_2,532098
2023-08-01,GU_North_2,546967
2023-09-01,GU_North_2,631465
2023-10-01,GU_North_2,703847
2023-11-01,GU_North_2,986120
2023-12-01,GU_North_2,1142554
2024-01-01,GU_North_2,1162770
2024-02-01,GU_North_2,1645099
2024-03-01,GU_North_2,1565135
2024-04-01,GU_North_2,1305926
2024-05-01,GU_North_2,1099857
2024-06-01,GU_North_2,855434
2024-07-01,GU_North_2,726784
2024-08-01,GU_North_2,858689
2024-09-01,GU_North_2,751961
2024-10-01,GU_North_2,925730
2024-11-01,GU_North_2,1054568
2024-12-01,GU_North_2,1219340
2025-01-01,GU_North_2,1481676
2025-02-01,GU_North_2,1478889
2025-03-01,GU_North_2,1669404
2025-04-01,GU_North_2,1164039
2025-05-01,GU_North_2,1307595
2025-06-01,GU_North_2,855747
2025-07-01,GU_North_2,788708
2025-08-01,GU_North_2,775715
2025-09-01,GU_North_2,972401
2025-10-01,GU_North_2,974882
2025-11-01,GU_North_2,1121657
2025-12-01,GU_North_2,1480921
2015-01-01,GU_North_3,478859
2015-02-01,GU_North_3,569850
2015-03-01,GU_North_3,487737
2015-04-01,GU_North_3,570530
2015-05-01,GU_North_3,440414
2015-06-01,GU_North_3,284049
2015-07-01,GU_North_3,235638
2015-08-01,GU_North_3,210291
2015-09-01,GU_North_3,320914
2015-10-01,GU_North_3,352962
2015-11-01,GU_North_3,391692
2015-12-01,GU_North_3,464703
2016-01-01,GU_North_3,526430
2016-02-01,GU_North_3,620810
2016-03-01,GU_North_3,697017
2016-04-01,GU_North_3,522958
2016-05-01,GU_North_3,466537
2016-06-01,GU_North_3,280546
2016-07-01,GU_North_3,249692
2016-08-01,GU_North_3,258387
2016-09-01,GU_North_3,363810
2016-10-01,GU_North_3,465928
2016-11-01,GU_North_3,550752
2016-12-01,GU_North_3,526094
2017-01-01,GU_North_3,667364
2017-02-01,GU_North_3,740506
2017-03-01,GU_North_3,697215
2017-04-01,GU_North_3,729673
2017-05-01,GU_North_3,528913
2017-06-01,GU_North_3,383108
2017-07-01,GU_North_3,327964
2017-08-01,GU_North_3,358385
2017-09-01,GU_North_3,384717
2017-10-01,GU_North_3,516298
2017-11-01,GU_North_3,567013
2017-12-01,GU_North_3,789934
2018-01-01,GU_North_3,820793
2018-02-01,GU_North_3,718564
2018-03-01,GU_North_3,849779
2018-04-01,GU_North_3,781811
2018-05-01,GU_North_3,751027
2018-06-01,GU_North_3,411595
2018-07-01,GU_North_3,392886
2018-08-01,GU_North_3,437979
2018-09-01,GU_North_3,418944
2018-10-01,GU_North_3,611236
2018-11-01,GU_North_3,684758
2018-12-01,GU_North_3,674092
2019-01-01,GU_North_3,786786
2019-02-01,GU_North_3,923485
2019-03-01,GU_North_3,958796
2019-04-01,GU_North_3,724563
2019-05-01,GU_North_3,627393
2019-06-01,GU_North_3,511441
2019-07-01,GU_North_3,468190
2019-08-01,GU_North_3,365949
2019-09-01,GU_North_3,468999
2019-10-01,GU_North_3,663938
2019-11-01,GU_North_3,762069
2019-12-01,GU_North_3,822457
2020-01-01,GU_North_3,843551
2020-02-01,GU_North_3,887330
2020-03-01,GU_North_3,953505
2020-04-01,GU_North_3,567982
2020-05-01,GU_North_3,450434
2020-06-01,GU_North_3,375380
2020-07-01,GU_North_3,403285
2020-08-01,GU_North_3,473456
2020-09-01,GU_North_3,552298
2020-10-01,GU_North_3,674265
2020-11-01,GU_North_3,772991
2020-12-01,GU_North_3,785010
2021-01-01,GU_North_3,822470
2021-02-01,GU_North_3,1103257
2021-03-01,GU_North_3,1047634
2021-04-01,GU_North_3,958688
2021-05-01,GU_North_3,774299
2021-06-01,GU_North_3,578980
2021-07-01,GU_North_3,457617
2021-08-01,GU_North_3,534138
2021-09-01,GU_North_3,504198
2021-10-01,GU_North_3,732579
2021-11-01,GU_North_3,900858
2021-12-01,GU_North_3,903789
2022-01-01,GU_North_3,1018938
2022-02-01,GU_North_3,1113078
2022-03-01,GU_North_3,1111621
2022-04-01,GU_North_3,1101152
2022-05-01,GU_North_3,938550
2022-06-01,GU_North_3,598214
2022-07-01,GU_North_3,487367
2022-08-01,GU_North_3,483197
2022-09-01,GU_North_3,624196
2022-10-01,GU_North_3,831181
2022-11-01,GU_North_3,945436
2022-12-01,GU_North_3,796001
2023-01-01,GU_North_3,1181502
2023-02-01,GU_North_3,1327231
2023-03-01,GU_North_3,1385843
2023-04-01,GU_North_3,1160156
2023-05-01,GU_North_3,1072130
2023-06-01,GU_North_3,774129
2023-07-01,GU_North_3,612880
2023-08-01,GU_North_3,484029
2023-09-01,GU_North_3,706983
2023-10-01,GU_North_3,834268
2023-11-01,GU_North_3,883285
2023-12-01,GU_North_3,1044597
2024-01-01,GU_North_3,1315343
2024-02-01,GU_North_3,1416388
2024-03-01,GU_North_3,1453426
2024-04-01,GU_North_3,1304452
2024-05-01,GU_North_3,1073467
2024-06-01,GU_North_3,928283
2024-07-01,GU_North_3,753442
2024-08-01,GU_North_3,694342
2024-09-01,GU_North_3,764895
2024-10-01,GU_North_3,1035766
2024-11-01,GU_North_3,1000374
2024-12-01,GU_North_3,1222704
2025-01-01,GU_North_3,1625498
2025-02-01,GU_North_3,1521649
2025-03-01,GU_North_3,1671215
2025-04-01,GU_North_3,1731437
2025-05-01,GU_North_3,1226995
2025-06-01,GU_North_3,844069
2025-07-01,GU_North_3,753782
2025-08-01,GU_North_3,740872
2025-09-01,GU_North_3,888593
2025-10-01,GU_North_3,1148841
2025-11-01,GU_North_3,1455682
2025-12-01,GU_North_3,1351469
2015-01-01,GU_South_1,574035
2015-02-01,GU_South_1,579350
2015-03-01,GU_South_1,587662
2015-04-01,GU_South_1,550228
2015-05-01,GU_South_1,439603
2015-06-01,GU_South_1,306600
2015-07-01,GU_South_1,324706
2015-08-01,GU_South_1,239420
2015-09-01,GU_South_1,292146
2015-10-01,GU_South_1,415788
2015-11-01,GU_South_1,488583
2015-12-01,GU_South_1,451908
2016-01-01,GU_South_1,597631
2016-02-01,GU_South_1,641988
2016-03-01,GU_South_1,699566
2016-04-01,GU_South_1,657528
2016-05-01,GU_South_1,523467
2016-06-01,GU_South_1,406969
2016-07-01,GU_South_1,298801
2016-08-01,GU_South_1,268445
2016-09-01,GU_South_1,367663
2016-10-01,GU_South_1,447882
2016-11-01,GU_South_1,634016
2016-12-01,GU_South_1,624317
2017-01-01,GU_South_1,731129
2017-02-01,GU_South_1,823868
2017-03-01,GU_South_1,694285
2017-04-01,GU_South_1,725421
2017-05-01,GU_South_1,484427
2017-06-01,GU_South_1,455272
2017-07-01,GU_South_1,284989
2017-08-01,GU_South_1,398163
2017-09-01,GU_South_1,414857
2017-10-01,GU_South_1,518502
2017-11-01,GU_South_1,502228
2017-12-01,GU_South_1,644330
2018-01-01,GU_South_1,691863
2018-02-01,GU_South_1,822111
2018-03-01,GU_South_1,955025
2018-04-01,GU_South_1,886250
2018-05-01,GU_South_1,627096
2018-06-01,GU_South_1,497236
2018-07-01,GU_South_1,366517
2018-08-01,GU_South_1,420547
2018-09-01,GU_South_1,515968
2018-10-01,GU_South_1,624872
2018-11-01,GU_South_1,639001
2018-12-01,GU_South_1,726096
2019-01-01,GU_South_1,879025
2019-02-01,GU_South_1,922135
2019-03-01,GU_South_1,1037865
2019-04-01,GU_South_1,900155
2019-05-01,GU_South_1,751435
2019-06-01,GU_South_1,542980
2019-07-01,GU_South_1,363135
2019-08-01,GU_South_1,401154
2019-09-01,GU_South_1,589746
2019-10-01,GU_South_1,528668
2019-11-01,GU_South_1,630225
2019-12-01,GU_South_1,753233
2020-01-01,GU_South_1,909365
2020-02-01,GU_South_1,906390
2020-03-01,GU_South_1,1027595
2020-04-01,GU_South_1,630710
2020-05-01,GU_South_1,547899
2020-06-01,GU_South_1,309140
2020-07-01,GU_South_1,434842
2020-08-01,GU_South_1,435499
2020-09-01,GU_South_1,589808
2020-10-01,GU_South_1,514168
2020-11-01,GU_South_1,739884
2020-12-01,GU_South_1,831434
2021-01-01,GU_South_1,975205
2021-02-01,GU_South_1,984800
2021-03-01,GU_South_1,1174331
2021-04-01,GU_South_1,996637
2021-05-01,GU_South_1,932554
2021-06-01,GU_South_1,646657
2021-07-01,GU_South_1,441036
2021-08-01,GU_South_1,505169
2021-09-01,GU_South_1,591663
2021-10-01,GU_South_1,768961
2021-11-01,GU_South_1,878935
2021-12-01,GU_South_1,969190
2022-01-01,GU_South_1,1097356
2022-02-01,GU_South_1,1272585
2022-03-01,GU_South_1,1140877
2022-04-01,GU_South_1,968257
2022-05-01,GU_South_1,1085922
2022-06-01,GU_South_1,611336
2022-07-01,GU_South_1,516164
2022-08-01,GU_South_1,480604
2022-09-01,GU_South_1,671146
2022-10-01,GU_South_1,887898
2022-11-01,GU_South_1,909919
2022-12-01,GU_South_1,1107790
2023-01-01,GU_South_1,1082166
2023-02-01,GU_South_1,1194039
2023-03-01,GU_South_1,1466189
2023-04-01,GU_South_1,1052769
2023-05-01,GU_South_1,1042228
2023-06-01,GU_South_1,781488
2023-07-01,GU_South_1,550519
2023-08-01,GU_South_1,593521
2023-09-01,GU_South_1,750130
2023-10-01,GU_South_1,961510
2023-11-01,GU_South_1,879697
2023-12-01,GU_South_1,1248457
2024-01-01,GU_South_1,1627996
2024-02-01,GU_South_1,1496037
2024-03-01,GU_South_1,1614952
2024-04-01,GU_South_1,1345675
2024-05-01,GU_South_1,1176680
2024-06-01,GU_South_1,800643
2024-07-01,GU_South_1,681036
2024-08-01,GU_South_1,632477
2024-09-01,GU_South_1,903888
2024-10-01,GU_South_1,1026933
2024-11-01,GU_South_1,1062518
2024-12-01,GU_South_1,1241952
2025-01-01,GU_South_1,1427754
2025-02-01,GU_South_1,1697550
2025-03-01,GU_South_1,1685430
2025-04-01,GU_South_1,1680205
2025-05-01,GU_South_1,1351463
2025-06-01,GU_South_1,926370
2025-07-01,GU_South_1,804859
2025-08-01,GU_South_1,643062
2025-09-01,GU_South_1,951771
2025-10-01,GU_South_1,1010354
2025-11-01,GU_South_1,1418468
2025-12-01,GU_South_1,1377786
2015-01-01,GU_South_2,611554
2015-02-01,GU_South_2,571839
2015-03-01,GU_South_2,537146
2015-04-01,GU_South_2,524655
2015-05-01,GU_South_2,458151
2015-06-01,GU_South_2,295656
2015-07-01,GU_South_2,239384
2015-08-01,GU_South_2,250657
2015-09-01,GU_South_2,334258
2015-10-01,GU_South_2,368329
2015-11-01,GU_South_2,448894
2015-12-01,GU_South_2,518435
2016-01-01,GU_South_2,630685
2016-02-01,GU_South_2,670885
2016-03-01,GU_South_2,721322
2016-04-01,GU_South_2,587770
2016-05-01,GU_South_2,537773
2016-06-01,GU_South_2,379884
2016-07-01,GU_South_2,302277
2016-08-01,GU_South_2,304645
2016-09-01,GU_South_2,298767
2016-10-01,GU_South_2,426402
2016-11-01,GU_South_2,455202
2016-12-01,GU_South_2,578496
2017-01-01,GU_South_2,647834
2017-02-01,GU_South_2,708319
2017-03-01,GU_South_2,853148
2017-04-01,GU_South_2,634407
2017-05-01,GU_South_2,574157
2017-06-01,GU_South_2,407670
2017-07-01,GU_South_2,424133
2017-08-01,GU_South_2,381114
2017-09-01,GU_South_2,328048
2017-10-01,GU_South_2,487743
2017-11-01,GU_South_2,560236
2017-12-01,GU_South_2,633518
2018-01-01,GU_South_2,798411
2018-02-01,GU_South_2,825660
2018-03-01,GU_South_2,894519
2018-04-01,GU_South_2,733341
2018-05-01,GU_South_2,795652
2018-06-01,GU_South_2,487804
2018-07-01,GU_South_2,435628
2018-08-01,GU_South_2,423463
2018-09-01,GU_South_2,379538
2018-10-01,GU_South_2,433656
2018-11-01,GU_South_2,688712
2018-12-01,GU_South_2,738302
2019-01-01,GU_South_2,932639
2019-02-01,GU_South_2,865275
2019-03-01,GU_South_2,943366
2019-04-01,GU_South_2,1036586
2019-05-01,GU_South_2,644613
2019-06-01,GU_South_2,532928
2019-07-01,GU_South_2,437559
2019-08-01,GU_South_2,371127
2019-09-01,GU_South_2,537116
2019-10-01,GU_South_2,546639
2019-11-01,GU_South_2,677157
2019-12-01,GU_South_2,794826
2020-01-01,GU_South_2,791316
2020-02-01,GU_South_2,962336
2020-03-01,GU_South_2,968888
2020-04-01,GU_South_2,656183
2020-05-01,GU_South_2,614600
2020-06-01,GU_South_2,378904
2020-07-01,GU_South_2,418819
2020-08-01,GU_South_2,417693
2020-09-01,GU_South_2,607622
2020-10-01,GU_South_2,622791
2020-11-01,GU_South_2,756838
2020-12-01,GU_South_2,752971
2021-01-01,GU_South_2,885182
2021-02-01,GU_South_2,1109666
2021-03-01,GU_South_2,1133739
2021-04-01,GU_South_2,927461
2021-05-01,GU_South_2,903452
2021-06-01,GU_South_2,559130
2021-07-01,GU_South_2,436528
2021-08-01,GU_South_2,493827
2021-09-01,GU_South_2,577363
2021-10-01,GU_South_2,661642
2021-11-01,GU_South_2,792499
2021-12-01,GU_South_2,934190
2022-01-01,GU_South_2,936941
2022-02-01,GU_South_2,1267570
2022-03-01,GU_South_2,1174798
2022-04-01,GU_South_2,1085741
2022-05-01,GU_South_2,1126391
2022-06-01,GU_South_2,681874
2022-07-01,GU_South_2,599790
2022-08-01,GU_South_2,464139
2022-09-01,GU_South_2,557639
2022-10-01,GU_South_2,881059
2022-11-01,GU_South_2,911754
2022-12-01,GU_South_2,930955
2023-01-01,GU_South_2,1203150
2023-02-01,GU_South_2,1304946
2023-03-01,GU_South_2,1418015
2023-04-01,GU_South_2,1135728
2023-05-01,GU_South_2,1046323
2023-06-01,GU_South_2,780949
2023-07-01,GU_South_2,609779
2023-08-01,GU_South_2,594089
2023-09-01,GU_South_2,614111
2023-10-01,GU_South_2,735765
2023-11-01,GU_South_2,1105992
2023-12-01,GU_South_2,1098052
2024-01-01,GU_South_2,1359697
2024-02-01,GU_South_2,1490429
2024-03-01,GU_South_2,1592591
2024-04-01,GU_South_2,1426532
2024-05-01,GU_South_2,1281414
2024-06-01,GU_South_2,819512
2024-07-01,GU_South_2,623226
2024-08-01,GU_South_2,626788
2024-09-01,GU_South_2,787205
2024-10-01,GU_South_2,997559
2024-11-01,GU_South_2,1162211
2024-12-01,GU_South_2,1334247
2025-01-01,GU_South_2,1475071
2025-02-01,GU_South_2,1558115
2025-03-01,GU_South_2,1800794
2025-04-01,GU_South_2,1837309
2025-05-01,GU_South_2,1227770
2025-06-01,GU_South_2,867783
2025-07-01,GU_South_2,814077
2025-08-01,GU_South_2,733786
2025-09-01,GU_South_2,837653
2025-10-01,GU_South_2,1011945
2025-11-01,GU_South_2,1205704
2025-12-01,GU_South_2,1456034
2015-01-01,GU_South_3,460342
2015-02-01,GU_South_3,529750
2015-03-01,GU_South_3,623740
2015-04-01,GU_South_3,567075
2015-05-01,GU_South_3,343992
2015-06-01,GU_South_3,298270
2015-07-01,GU_South_3,241396
2015-08-01,GU_South_3,285216
2015-09-01,GU_South_3,280280
2015-10-01,GU_South_3,401044
2015-11-01,GU_South_3,484904
2015-12-01,GU_South_3,444639
2016-01-01,GU_South_3,618783
2016-02-01,GU_South_3,671033
2016-03-01,GU_South_3,753449
2016-04-01,GU_South_3,632402
2016-05-01,GU_South_3,573784
2016-06-01,GU_South_3,373593
2016-07-01,GU_South_3,317737
2016-08-01,GU_South_3,275711
2016-09-01,GU_South_3,323293
2016-10-01,GU_South_3,487636
2016-11-01,GU_South_3,498279
2016-12-01,GU_South_3,513045
2017-01-01,GU_South_3,630009
2017-02-01,GU_South_3,843475
2017-03-01,GU_South_3,706399
2017-04-01,GU_South_3,711302
2017-05-01,GU_South_3,635129
2017-06-01,GU_South_3,503638
2017-07-01,GU_South_3,362232
2017-08-01,GU_South_3,359465
2017-09-01,GU_South_3,377787
2017-10-01,GU_South_3,484311
2017-11-01,GU_South_3,604230
2017-12-01,GU_South_3,689411
2018-01-01,GU_South_3,711940
2018-02-01,GU_South_3,818761
2018-03-01,GU_South_3,821820
2018-04-01,GU_South_3,861525
2018-05-01,GU_South_3,744890
2018-06-01,GU_South_3,518673
2018-07-01,GU_South_3,453002
2018-08-01,GU_South_3,384889
2018-09-01,GU_South_3,424441
2018-10-01,GU_South_3,629460
2018-11-01,GU_South_3,727299
2018-12-01,GU_South_3,789681
2019-01-01,GU_South_3,844166
2019-02-01,GU_South_3,962057
2019-03-01,GU_South_3,924402
2019-04-01,GU_South_3,780216
2019-05-01,GU_South_3,765375
2019-06-01,GU_South_3,446170
2019-07-01,GU_South_3,413760
2019-08-01,GU_South_3,467155
2019-09-01,GU_South_3,518519
2019-10-01,GU_South_3,616778
2019-11-01,GU_South_3,640078
2019-12-01,GU_South_3,782901
2020-01-01,GU_South_3,871030
2020-02-01,GU_South_3,968045
2020-03-01,GU_South_3,883572
2020-04-01,GU_South_3,660319
2020-05-01,GU_South_3,499452
2020-06-01,GU_South_3,320097
2020-07-01,GU_South_3,454489
2020-08-01,GU_South_3,462591
2020-09-01,GU_South_3,489745
2020-10-01,GU_South_3,637148
2020-11-01,GU_South_3,775204
2020-12-01,GU_South_3,777765
2021-01-01,GU_South_3,1146397
2021-02-01,GU_South_3,1113486
2021-03-01,GU_South_3,1060020
2021-04-01,GU_South_3,1095094
2021-05-01,GU_South_3,832134
2021-06-01,GU_South_3,643360
2021-07-01,GU_South_3,446329
2021-08-01,GU_South_3,414898
2021-09-01,GU_South_3,571539
2021-10-01,GU_South_3,656309
2021-11-01,GU_South_3,758183
2021-12-01,GU_South_3,939323
2022-01-01,GU_South_3,1015071
2022-02-01,GU_South_3,1040213
2022-03-01,GU_South_3,1210033
2022-04-01,GU_South_3,1268054
2022-05-01,GU_South_3,937454
2022-06-01,GU_South_3,702516
2022-07-01,GU_South_3,590286
2022-08-01,GU_South_3,529957
2022-09-01,GU_South_3,554213
2022-10-01,GU_South_3,859104
2022-11-01,GU_South_3,1037721
2022-12-01,GU_South_3,890121
2023-01-01,GU_South_3,1193682
2023-02-01,GU_South_3,1397646
2023-03-01,GU_South_3,1454171
2023-04-01,GU_South_3,1180668
2023-05-01,GU_South_3,1085744
2023-06-01,GU_South_3,675782
2023-07-01,GU_South_3,610680
2023-08-01,GU_South_3,690611
2023-09-01,GU_South_3,638990
2023-10-01,GU_South_3,906076
2023-11-01,GU_South_3,801436
2023-12-01,GU_South_3,1159190
2024-01-01,GU_South_3,1630669
2024-02-01,GU_South_3,1488957
2024-03-01,GU_South_3,1442862
2024-04-01,GU_South_3,1624242
2024-05-01,GU_South_3,1236519
2024-06-01,GU_South_3,882859
2024-07-01,GU_South_3,683472
2024-08-01,GU_South_3,589696
2024-09-01,GU_South_3,810443
2024-10-01,GU_South_3,1076534
2024-11-01,GU_South_3,1204742
2024-12-01,GU_South_3,1422253
2025-01-01,GU_South_3,1414614
2025-02-01,GU_South_3,1624510
2025-03-01,GU_South_3,1590322
2025-04-01,GU_South_3,1622963
2025-05-01,GU_South_3,1285558
2025-06-01,GU_South_3,925484
2025-07-01,GU_South_3,782867
2025-08-01,GU_South_3,656461
2025-09-01,GU_South_3,967243
2025-10-01,GU_South_3,1066629
2025-11-01,GU_South_3,1310586
2025-12-01,GU_South_3,1533997
2015-01-01,GU_West_1,376770
2015-02-01,GU_West_1,396123
2015-03-01,GU_West_1,348952
2015-04-01,GU_West_1,337048
2015-05-01,GU_West_1,348611
2015-06-01,GU_West_1,205745
2015-07-01,GU_West_1,162160
2015-08-01,GU_West_1,230712
2015-09-01,GU_West_1,216532
2015-10-01,GU_West_1,341584
2015-11-01,GU_West_1,319579
2015-12-01,GU_West_1,394766
2016-01-01,GU_West_1,424016
2016-02-01,GU_West_1,430768
2016-03-01,GU_West_1,516686
2016-04-01,GU_West_1,477705
2016-05-01,GU_West_1,347124
2016-06-01,GU_West_1,290460
2016-07-01,GU_West_1,279014
2016-08-01,GU_West_1,247421
2016-09-01,GU_West_1,338448
2016-10-01,GU_West_1,359920
2016-11-01,GU_West_1,469549
